col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
245,0,TypeA,51300,000000111111111000000000000000000000000000000000000000011111111110000000000000111111111100000000000000000000011111111100000000000111111111100000000000000000000000000000,1,0,1259088.8964116434
246,1,TypeB,39400,000000111111110000000000000000000000000000000000000000000001111110000000000000000000011111111000000000000011111110000000000000000111111110000000000000000000000000000000,1,0,703442.180094785
247,2,TypeB,39400,000000111111110000000000000000000000000000000000000000000001111110000000000000000000011111111000000000000011111110000000000000000111111110000000000000000000000000000000,1,0,703442.1800947832
248,3,TypeC,30000,000000000000000000000000000000000000000000000000000000000001111110000000000000000000011100000000000000000000011110000000000001111110000000000000000000000000111110000000,1,0,1072272.6472579543
249,4,TypeC,30000,000000000000000000000000000000000000000000000000000000000001111110000000000000000000011100000000000000000000011110000000000001111110000000000000000000000000111110000000,1,0,1072272.6472579539
250,0,TypeA,50000,000000000000011111111100000000000000000000000000000000000001111111110000000000000000000000000000000000011111111110000000000000111111111100000000000000001111111110000000,1,0,1578182.193635746
251,1,TypeB,39400,001111111100000000000000000000000111111110000000000000000001111110000000000000000000000000000000000000000011111110000000000000000111111110000000000000000000000000000000,1,0,1067822.4779959377
252,2,TypeB,39400,001111111100000000000000000000000111111110000000000000000001111110000000000000000000000000000000000000000011111110000000000000000111111110000000000000000000000000000000,1,0,1067822.4779959358
253,3,TypeC,26800,001111100000000000000000000000000000000000000000011111000000000000000000011111100000000000000000000000000000011110000000000000111110000000000000000000000000000000000000,1,0,1384316.4522681106
254,4,TypeC,26800,001111100000000000000000000000000000000000000000011111000000000000000000011111100000000000000000000000000000011110000000000000111110000000000000000000000000000000000000,1,0,1384316.4522681101
255,0,TypeA,51800,000000001111111110000000000000111111111100000000000000000001111111110000000000000000000000000000000000000000000000000111111111100000000000000000000000001111111110000000,1,0,1203584.4955991833
