col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,usage_int,usage_rmp
289,4,TypeC,29300,000111111000000000000000000000000000000000000000000000000000000000011111000000000000011110000000000001111110000000000000000000000000000000000000000000000111110000000000,0,0,0,16
290,0,TypeA,51300,000000000000000000000000000000001111111110000000000000000000011111111100000000000000000000000000000000011111111110000000000000000011111111110000000000000000011111111110,0,0,0,7
291,1,TypeB,41800,000000000000000000000000000000000000000000000000111111100000000001111111000000000011111110000000000000000000000000000000000001111111100000000000001111111100000000000000,0,0,0,2
292,2,TypeB,41800,000000000000000000000000000000000000000000000000111111100000000001111111000000000011111110000000000000000000000000000000000001111111100000000000001111111100000000000000,0,0,0,2
293,3,TypeC,34900,000000000001111110000000000000000000001111110000000000000000000000000000000000000000111110000000000000011111100000000000000000000000111110000000000000000000000000000000,0,0,0,20
294,4,TypeC,34900,000000000001111110000000000000000000001111110000000000000000000000000000000000000000111110000000000000011111100000000000000000000000111110000000000000000000000000000000,0,0,0,13
295,0,TypeA,50000,000000000000000000000000000000001111111110000000000000111111111100000000000000111111111000000000000000011111111110000000000000001111111110000000000000000000000000000000,0,0,0,13
296,1,TypeB,39800,000000111111110000000000000111111110000000000000111111100000000000000000000000000000000000000000000001111111000000000011111111000000000000000000000000000000000000000000,0,0,0,5
297,2,TypeB,39800,000000111111110000000000000111111110000000000000111111100000000000000000000000000000000000000000000001111111000000000011111111000000000000000000000000000000000000000000,0,0,0,8
298,3,TypeC,34300,000000001111110000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000001111110000000000000000000001111110000000000000111110000000000,0,0,0,17
299,4,TypeC,34300,000000001111110000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000001111110000000000000000000001111110000000000000111110000000000,0,0,0,19
300,0,TypeA,50300,000000000000000000000000000000001111111110000000000000111111111100000000000000111111111000000000000000011111111110000000000000000000000000000000000000000000111111111000,0,0,0,1
301,1,TypeB,41800,000000001111111000000000000000000011111110000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000011111111000,0,0,0,2
302,2,TypeB,41800,000000001111111000000000000000000011111110000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000011111111000,0,0,0,2
303,3,TypeC,33500,000000001111110000000000000000000000001111110000000000000000000000000000000000000000111110000000000000000000000000000000000001111110000000000000001111110000000000000000,0,0,0,17
304,4,TypeC,33500,000000001111110000000000000000000000001111110000000000000000000000000000000000000000111110000000000000000000000000000000000001111110000000000000001111110000000000000000,0,0,0,25
305,0,TypeA,47800,000000000000000000000000000000001111111110000000000000000111111111000000000000111111111000000000000000011111111110000000000000000011111111100000000000000000000000000000,0,0,0,1
306,1,TypeB,41800,000000000000000000000111111100000000000000000000000000000111111100000000000000000000000000000000000000011111110000000000000001111111100000000000000000000000111111110000,0,0,0,0
307,2,TypeB,41800,000000000000000000000111111100000000000000000000000000000111111100000000000000000000000000000000000000011111110000000000000001111111100000000000000000000000111111110000,0,0,0,1
308,3,TypeC,31700,000000000001111110000000000000000000001111110000000000000000000000000000000000000000111110000000000000000000000000000011110000000000000000000000000000000111110000000000,0,0,0,18
309,4,TypeC,31700,000000000001111110000000000000000000001111110000000000000000000000000000000000000000111110000000000000000000000000000011110000000000000000000000000000000111110000000000,0,0,0,21
310,0,TypeA,52900,000000000000000000000000000000000000000000000000000000111111111100000000000000111111111000000000000000011111111110000000000000000011111111110000000000000000011111111110,0,0,0,1
311,1,TypeB,39400,000000000000000000000111111100000000000000000000111111100000000001111111000000000000000000000000000001111111100000000000000000000000111111110000000000000000000000000000,0,0,0,20
312,2,TypeB,39400,000000000000000000000111111100000000000000000000111111100000000001111111000000000000000000000000000001111111100000000000000000000000111111110000000000000000000000000000,0,0,0,22
313,3,TypeC,29700,000111111000000000011111100000000001111110000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000001111110000000000000000,0,0,0,0
314,4,TypeC,29700,000111111000000000011111100000000001111110000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000001111110000000000000000,0,0,0,1
315,0,TypeA,51900,000000000000000000000000000000001111111110000000000000111111111100000000000000111111111000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,31
316,1,TypeB,42800,000000000000000000000111111100000000000000000000000000000111111110000000000000000000000000000000000001111111000000000000000000000111111110000000001111111100000000000000,1,0,0,3
317,2,TypeB,42800,000000000000000000000111111100000000000000000000000000000111111110000000000000000000000000000000000001111111000000000000000000000111111110000000001111111100000000000000,1,0,0,9
318,3,TypeC,29800,000111111000000000011111100000000000000000000000000000000000011111000000000000111110000000000000000000000000000000000000000000000000000000000000001111110000000000000000,0,0,0,11
319,4,TypeC,29800,000111111000000000011111100000000000000000000000000000000000011111000000000000111110000000000000000000000000000000000000000000000000000000000000001111110000000000000000,0,0,0,14
320,0,TypeA,52800,000000001111111110000000000000001111111110000000000000000000000000000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000111111111100,0,0,0,0
321,1,TypeB,42800,000000001111111000000000000000000000000000000000000000111111110000000000000000000000000011111110000000000000000000000000011111111000000000000000000000011111111000000000,0,0,0,0
322,2,TypeB,42800,000000001111111000000000000000000000000000000000000000111111110000000000000000000000000011111110000000000000000000000000011111111000000000000000000000011111111000000000,0,0,0,1
323,3,TypeC,31200,000111111000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000011110000000000001111110000000000000111111000000000,0,0,0,11
324,4,TypeC,31200,000111111000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000011110000000000001111110000000000000111111000000000,0,0,0,6
325,0,TypeA,54700,000000001111111110000000000000000000000000000000000000111111111100000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,12
326,1,TypeB,43800,000000000000011111110000000000000000000000000000000000000111111110000000000000000000000000000000000001111111100000000000000000000000111111110000000000011111111000000000,0,0,0,17
327,2,TypeB,43800,000000000000011111110000000000000000000000000000000000000111111110000000000000000000000000000000000001111111100000000000000000000000111111110000000000011111111000000000,0,0,0,15
328,3,TypeC,33100,000111111000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000011111100000000000000000000000001111110000000000000111111000000000,0,0,1,15
329,4,TypeC,33100,000111111000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000011111100000000000000000000000001111110000000000000111111000000000,0,0,0,16
330,0,TypeA,52800,000000001111111110000000000000001111111110000000000000111111111100000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000000000000000,0,0,0,11
331,1,TypeB,40800,000000111111110000000000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000000000000000000000,1,0,0,41
332,2,TypeB,40800,000000111111110000000000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000000000000000000000,1,0,0,27
333,3,TypeC,27200,000111111000000000000000000000000000000000000000000000000000000111110000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,0
334,4,TypeC,27200,000111111000000000000000000000000000000000000000000000000000000111110000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,0
335,0,TypeA,54400,000000011111111110000000000000001111111110000000000000000000000000000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,1
336,1,TypeB,42400,000000111111110000000000000111111110000000000000000000000111111110000000000000111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000,0,0,0,9
337,2,TypeB,42400,000000111111110000000000000111111110000000000000000000000111111110000000000000111111110000000000000000000000000000000000000001111111100000000000000000000000000000000000,0,0,0,14
338,3,TypeC,27200,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000001111110000000000000001111110000000000001110,0,0,0,1
339,4,TypeC,27200,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000001111110000000000000001111110000000000001110,0,0,0,1
340,0,TypeA,56400,000000000000011111111100000000000000000000000000111111111100000000000000000000000000011111111110000000000000000000000011111111100000000000000000000000000000111111111100,0,0,0,2
341,1,TypeB,38400,000111111000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000000000000000000000000000000000111111110000000000000000000000000000000,0,0,0,10
342,2,TypeB,38400,000111111000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000000000000000000000000000000000111111110000000000000000000000000000000,0,0,0,11
343,3,TypeC,30200,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111110000000000000011111100000000000000000001111110000000000000000,0,0,0,6
344,4,TypeC,30200,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111110000000000000011111100000000000000000001111110000000000000000,0,0,0,7
345,0,TypeA,53700,000000000000011111111100000000000000000000000000111111111100000000000000000000000000000000000000000000011111111110000000000000001111111110000000000000000000011111111110,0,0,0,9
346,1,TypeB,38400,000000001111111000000000000000000011111110000000000000000111111100000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000111111110000,0,0,0,0
347,2,TypeB,38400,000000001111111000000000000000000011111110000000000000000111111100000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000111111110000,0,0,0,0
348,3,TypeC,25600,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111000000000000011110000000000000000000000001111110000000000000000,0,0,0,4
349,4,TypeC,25600,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111000000000000011110000000000000000000000001111110000000000000000,0,0,0,0
350,0,TypeA,58100,000000000000111111111100000000000000000000000000111111111100000000000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,15
351,1,TypeB,41400,000000000000111111110000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000000000000000000000000000111111110000,1,0,0,14
352,2,TypeB,41400,000000000000111111110000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000000000000000000000000000111111110000,1,0,0,11
353,3,TypeC,25600,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000011110,0,0,0,8
354,4,TypeC,25600,000111111000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000011110,0,0,0,2
355,0,TypeA,58400,000000000000000000000000000000000000000000000000111111111100000000000001111111111000000000000000000000011111111110000000000001111111111000000000000000000000111111111100,0,0,0,17
356,1,TypeB,41100,000000111111110000000000000000000000000000000000000000000111111110000000000000111111110000000000000001111111100000000000000000000011111110000000000000000000000000000000,1,0,0,14
357,2,TypeB,41100,000000111111110000000000000000000000000000000000000000000111111110000000000000111111110000000000000001111111100000000000000000000011111110000000000000000000000000000000,1,0,0,24
358,3,TypeC,26700,000000001111110000000000000000000000000000000000111000000000011111000000000000000000000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,2
359,4,TypeC,26700,000000001111110000000000000000000000000000000000111000000000011111000000000000000000000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,1
360,0,TypeA,57400,000000000000011111111100000000000000000000000000111111111100000000000111111111100000000000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,8
361,1,TypeB,38400,000000000000011111110000000000000011111110000000000000000111111100000000000000000011111110000000000000000000000000000000000000000000000000000000000000011111111000000000,0,0,0,0
362,2,TypeB,38400,000000000000011111110000000000000011111110000000000000000111111100000000000000000011111110000000000000000000000000000000000000000000000000000000000000011111111000000000,0,0,0,1
363,3,TypeC,29600,000111111000000000000000000000000000000000000000000000000000011111000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111111000000000,0,0,0,13
364,4,TypeC,29600,000111111000000000000000000000000000000000000000000000000000011111000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111111000000000,0,0,0,10
365,0,TypeA,57400,000000000000011111111100000000000000000000000000111111111100000000000001111111111000000000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,3
366,1,TypeB,37100,000000001111111000000000000000001111111000000000000000000111111100000000000000000000000000000000000000000000000011111110000000000011111110000000000000000000000000000000,0,0,0,0
367,2,TypeB,37100,000000001111111000000000000000001111111000000000000000000111111100000000000000000000000000000000000000000000000011111110000000000011111110000000000000000000000000000000,0,0,0,0
368,3,TypeC,28900,000000000001111110000000000000000000000000000000000000000000000000011111000000000000011110000000000000000000000000000011110000000000001111110000000000000000000000000000,0,0,0,6
369,4,TypeC,28900,000000000001111110000000000000000000000000000000000000000000000000011111000000000000011110000000000000000000000000000011110000000000001111110000000000000000000000000000,0,0,0,0
370,0,TypeA,52900,000000000000000000000000000000001111111110000000000000111111111100000000000000000000000000000000000000011111111110000000000001111111111000000000000000000000111111111100,0,0,0,4
371,1,TypeB,41800,000000000000000000000111111100000000000000000000000000000111111100000000000000000000000011111110000000000000000000000000000001111111100000000000000000000000011111111000,0,0,0,0
372,2,TypeB,41800,000000000000000000000111111100000000000000000000000000000111111100000000000000000000000011111110000000000000000000000000000001111111100000000000000000000000011111111000,0,0,0,0
373,3,TypeC,29400,000111111000000000011111100000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111111000000000,0,0,0,15
374,4,TypeC,29400,000111111000000000011111100000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111111000000000,0,0,0,5
375,0,TypeA,52300,000000011111111110000000000000001111111110000000000000111111111100000000000000000000000000000000000000011111111110000000000000000000000000000000000000000000111111111100,0,0,0,2
376,1,TypeB,36000,000000000000000000000111111100000000000000000000111111100000000000000001111111100000000011111110000000000000000011111110000000000000000000000000000000000000000000000000,0,0,0,5
377,2,TypeB,36000,000000000000000000000111111100000000000000000000111111100000000000000001111111100000000011111110000000000000000011111110000000000000000000000000000000000000000000000000,0,0,0,4
378,3,TypeC,32900,000000000001111110000000000000000000001111110000000000000000000000000000000000111110000000000000000000000000000000000000000001111110000000000000001111110000000000000000,0,0,0,14
379,4,TypeC,32900,000000000001111110000000000000000000001111110000000000000000000000000000000000111110000000000000000000000000000000000000000001111110000000000000001111110000000000000000,0,0,0,6
380,0,TypeA,54300,000000000000000000011111111100000000000000000000000000111111111100000000000000000000000000000000000000011111111110000000000000111111111000000000000000000000011111111110,0,0,0,0
381,1,TypeB,41400,000000001111111000000000000111111110000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000111111110000000000000000000000000000000,0,0,0,0
382,2,TypeB,41400,000000001111111000000000000111111110000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000111111110000000000000000000000000000000,0,0,0,0
383,3,TypeC,27900,000111111000000000000000000000000000001111110000000000000000000000011111000000000000000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,4
384,4,TypeC,27900,000111111000000000000000000000000000001111110000000000000000000000011111000000000000000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,7
385,0,TypeA,51300,000000001111111110000000000000001111111110000000000000111111111100000000000000000000000000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,17
386,1,TypeB,40400,000000001111111000000000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000111111110000000000000000000000000000,0,0,0,9
387,2,TypeB,40400,000000001111111000000000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000111111110000000000000000000000000000,0,0,0,5
388,3,TypeC,30900,000000001111110000000000000000000001111110000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,0
389,4,TypeC,30900,000000001111110000000000000000000001111110000000000000000000000000000000000000111110000000000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,3
390,0,TypeA,55000,000000000000011111111100000000000000000000000000000000111111111100000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000111111111100,0,0,0,8
391,1,TypeB,40400,000000000000011111110000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000111111110000000000000000000000000000,0,0,0,12
392,2,TypeB,40400,000000000000011111110000000000000011111110000000000000000111111110000000000000111111110000000000000000000000000000000000000000000000111111110000000000000000000000000000,0,0,0,11
393,3,TypeC,29700,000000001111110000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111110000000000011110000000000000000000000001111110000000000000000,0,0,0,9
394,4,TypeC,29700,000000001111110000000000000000000000000000000000000000000000000000000000000000111110000000000000000001111110000000000011110000000000000000000000001111110000000000000000,0,0,0,7
395,0,TypeA,54700,000000000000000000011111111100000000000000000000000000111111111100000000000000000000000000000000000000011111111110000000000000000011111111110000000000000000011111111110,0,0,0,0
396,1,TypeB,39100,000000000000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000001111111100000000000000000000000000000000000000000011111110000000000,0,0,0,2
397,2,TypeB,39100,000000000000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000001111111100000000000000000000000000000000000000000011111110000000000,0,0,0,4
398,3,TypeC,29000,000111111000000000000000111100000000000000000000000000000000000000000000000000000000011110000000000000000001111110000000000000000000000000000000001111110000000000000000,0,0,0,9
399,4,TypeC,29000,000111111000000000000000111100000000000000000000000000000000000000000000000000000000011110000000000000000001111110000000000000000000000000000000001111110000000000000000,0,0,0,7
400,0,TypeA,52100,000000000000011111111100000000000000000000000000000000000000000111111111000000000000000000000000000000011111111110000000000000111111111000000000000000000000011111111110,0,0,0,3
401,1,TypeB,40200,000000000000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000000000000000000000000000000111111100000000000000000011111110000000000,0,0,0,0
402,2,TypeB,40200,000000000000000000000111111100000000000000000000000000000111111100000000000000111111110000000000000000000000000000000000000000111111100000000000000000011111110000000000,0,0,0,0
403,3,TypeC,28000,000000000001111110000000000000000000000000000000000000000000000000011111000000000000011110000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,6
404,4,TypeC,28000,000000000001111110000000000000000000000000000000000000000000000000011111000000000000011110000000000000000000000000000011110000000000000000000000001111110000000000000000,0,0,0,8
405,0,TypeA,51000,000000000000011111111100000000000000000000000000000000000111111111000000000000000000000000000000000000011111111110000000000000000011111111110000000000000000011111111110,0,0,0,4
406,1,TypeB,42500,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000011111110000000001111111100000000000000,1,0,0,2
407,2,TypeB,42500,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000011111110000000001111111100000000000000,1,0,0,1
408,3,TypeC,30300,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000000111110000000000001111110000000000000000000000000000000000000,0,0,0,0
409,4,TypeC,30300,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000000111110000000000001111110000000000000000000000000000000000000,0,0,0,0
410,0,TypeA,50600,000000000000011111111100000000000000000000000000000000000111111111000000000000111111111000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,7
411,1,TypeB,38800,000000000000011111110000000000001111111000000000000000000111111110000000000000000011111110000000000000000000000000000011111111000000000000000000000000000000000000000000,0,0,0,0
412,2,TypeB,38800,000000000000011111110000000000001111111000000000000000000111111110000000000000000011111110000000000000000000000000000011111111000000000000000000000000000000000000000000,0,0,0,0
413,3,TypeC,31600,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000001111110000000000001111110000000000000000000000000000000000000,0,0,0,7
414,4,TypeC,31600,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000001111110000000000001111110000000000000000000000000000000000000,0,0,0,4
415,0,TypeA,51900,000000000000011111111100000000000000000000000000000000111111111100000000000000001111111110000000000000011111111110000000000001111111111000000000000000000000000000000000,0,0,0,6
416,1,TypeB,39800,000000000000011111110000000000001111111000000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000000000000000000000,0,0,0,2
417,2,TypeB,39800,000000000000011111110000000000001111111000000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000000000000000000000,0,0,0,0
418,3,TypeC,27700,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111110000000000,0,0,0,5
419,4,TypeC,27700,000111111000000000000000000000000000000000000000000000111110000000000000000000111110000000000000000000000000000000000011110000000000000000000000000000000111110000000000,0,0,0,6
420,0,TypeA,50000,000000000000000000000000000000001111111110000000000000000111111111000000000000111111111000000000000000011111111110000000000000000000000000000000000000000000011111111110,0,0,0,9
421,1,TypeB,39100,000000000000011111110000000000001111111000000000000000111111110000000001111111100000000000000000000000000000000000000000000000000011111110000000000000000000000000000000,0,0,0,6
422,2,TypeB,39100,000000000000011111110000000000001111111000000000000000111111110000000001111111100000000000000000000000000000000000000000000000000011111110000000000000000000000000000000,0,0,0,2
423,3,TypeC,34300,000000001111110000000000000000000000000000000000000000000111110000000000000000000000000000000000000000011111100000000000000001111110000000000000000000000111110000000000,0,0,0,4
424,4,TypeC,34300,000000001111110000000000000000000000000000000000000000000111110000000000000000000000000000000000000000011111100000000000000001111110000000000000000000000111110000000000,0,0,0,4
425,0,TypeA,51900,000000000000000000000000000000001111111110000000000000111111111100000000000000111111111000000000000000011111111110000000000001111111111000000000000000000000000000000000,0,0,0,9
426,1,TypeB,41500,000000000000000000000111111100000000000000000000000000000111111110000000000000000011111110000000000000000000000000000000000001111111100000000000000000011111110000000000,0,0,0,0
427,2,TypeB,41500,000000000000000000000111111100000000000000000000000000000111111110000000000000000011111110000000000000000000000000000000000001111111100000000000000000011111110000000000,0,0,0,0
428,3,TypeC,32100,000111111000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000001111110000000000001111110000000000000000000000111110000000000,0,0,0,6
429,4,TypeC,32100,000111111000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000001111110000000000001111110000000000000000000000111110000000000,0,0,0,7
430,1,TypeB,41900,000000000000000000000111111100000000000000000000000000111111110000000001111111100000000000000000000000000000000000000011111111000000000000000000000000011111110000000000,0,0,0,5
431,2,TypeB,41900,000000000000000000000111111100000000000000000000000000111111110000000001111111100000000000000000000000000000000000000011111111000000000000000000000000011111110000000000,0,0,0,1
432,3,TypeC,31800,000000001111110000000000000000000000001111110000000000000000000000011111000000000000011110000000000000011111100000000000000000000000000000000000000000000000000000000000,0,0,0,0
433,4,TypeC,31800,000000001111110000000000000000000000001111110000000000000000000000011111000000000000011110000000000000011111100000000000000000000000000000000000000000000000000000000000,0,0,0,1
434,0,TypeA,49700,000000000000011111111100000000000000000000000000000000000111111111000000000000000000000000000000000000011111111110000000000000000011111111100000000000000000011111111110,0,0,0,0
435,1,TypeB,41900,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000011111110000000000,0,0,0,0
436,2,TypeB,41900,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000011111111000000000000000000000000011111110000000000,0,0,0,0
437,3,TypeC,31100,000000001111110000000000000000000000001111110000000000000000000000000000000000111110000000000000000000011111100000000000000000000000000000000000000000000000111000000000,0,0,0,0
438,4,TypeC,31100,000000001111110000000000000000000000001111110000000000000000000000000000000000111110000000000000000000011111100000000000000000000000000000000000000000000000111000000000,0,0,0,0
439,0,TypeA,50600,000000000000000000000000000000001111111110000000000000000000011111111100000000000000000000000000000000011111111110000000000000001111111110000000000011111111110000000000,0,0,0,5
440,1,TypeB,41200,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000011111110000000000000011111110000000000,0,0,0,6
441,2,TypeB,41200,000000000000000000000111111100000000000000000000000000000111111110000000000000111111110000000000000000000000000000000000000000000011111110000000000000011111110000000000,0,0,1,1
442,3,TypeC,33700,000000001111110000000000000000000000001111110000000000000000000000000000000000111110000000000000000000011111100000000000000000000000000000000000000000000111110000000000,0,0,0,2
443,4,TypeC,33700,000000001111110000000000000000000000001111110000000000000000000000000000000000111110000000000000000000011111100000000000000000000000000000000000000000000111110000000000,0,0,0,3
444,0,TypeA,55300,000000000000011111111100000000000000000000000000000000111111111100000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,5
445,1,TypeB,39100,000000111111110000000000000111111110000000000000111111100000000001111111000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000,0,0,0,1
446,2,TypeB,39100,000000111111110000000000000111111110000000000000111111100000000001111111000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000,0,0,0,1
447,3,TypeC,32800,000111111000000000000000000000000000001111110000000000000000000000000000000000000000011110000000000000000000000000000000000000000000001111110000000000000111111000000000,0,0,0,3
448,4,TypeC,32800,000111111000000000000000000000000000001111110000000000000000000000000000000000000000011110000000000000000000000000000000000000000000001111110000000000000111111000000000,0,0,0,3
449,0,TypeA,51300,000000000000000000000000000000001111111110000000000000111111111100000000000000000000000000000000000000011111111110000000000000001111111110000000000000000000011111111110,0,0,0,1
450,1,TypeB,39400,000000111111110000000000000000000000000000000000111111100000000001111111000000000000000000000000000000000000000011111110000000000000000000000000000000000000011111111000,0,0,0,0
451,2,TypeB,39400,000000111111110000000000000000000000000000000000111111100000000001111111000000000000000000000000000000000000000011111110000000000000000000000000000000000000011111111000,0,0,0,0
452,3,TypeC,31500,000111111000000000000000000000000000000000000000000000000111110000000000000000000000011110000000000000000001111110000000000000000000000000000000001111110000000000000000,0,0,0,6
453,4,TypeC,31500,000111111000000000000000000000000000000000000000000000000111110000000000000000000000011110000000000000000001111110000000000000000000000000000000001111110000000000000000,0,0,0,2
454,0,TypeA,57400,000000000000000000000000000000000000000011111111110000000000000111111111000000000000011111111110000000000000000011111111110000000000000000000000000011111111110000000000,0,0,0,0
455,1,TypeB,40400,000000111111110000000000000111111110000000000000111111100000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000,0,0,0,0
456,2,TypeB,40400,000000111111110000000000000111111110000000000000111111100000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000,0,0,0,3
457,3,TypeC,27700,000000000001111110000000000000000000000000011111100000000000000000000000000000111110000000000000000000000000000000000011110000000000000011110000000000000000000000000000,0,0,0,0
458,4,TypeC,27700,000000000001111110000000000000000000000000011111100000000000000000000000000000111110000000000000000000000000000000000011110000000000000011110000000000000000000000000000,0,0,0,0
459,0,TypeA,57800,000000011111111110000000000000000000000000000000111111111100000000000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,0
460,1,TypeB,42500,000000000000011111110000000000000000000000000000000000111111110000000001111111100000000000000000000000000000000000000000000000000011111110000000000000011111111000000000,0,0,0,3
461,2,TypeB,42500,000000000000011111110000000000000000000000000000000000111111110000000001111111100000000000000000000000000000000000000000000000000011111110000000000000011111111000000000,0,0,0,4
462,3,TypeC,28900,000000000001111110000000000000000000001111110000000000000000000000000000000000000000000000000000000000011111000000000011110000000000000011110000000000000000000000000000,0,0,0,0
463,4,TypeC,28900,000000000001111110000000000000000000001111110000000000000000000000000000000000000000000000000000000000011111000000000011110000000000000011110000000000000000000000000000,0,0,0,0
464,0,TypeA,53700,000000000000000000000000000000000000000011111111110000000000011111111100000000000000000000000000000000011111111110000000000000111111111000000000000000000000011111111110,0,0,0,1
465,1,TypeB,37100,000000001111111000000000000000000000000000000000111111100000000001111111000000000000000000000000000000000000000011111110000000000011111110000000000000000000000000000000,0,0,0,0
466,2,TypeB,37100,000000001111111000000000000000000000000000000000111111100000000001111111000000000000000000000000000000000000000011111110000000000011111110000000000000000000000000000000,0,0,0,0
467,3,TypeC,29400,000000000001111110000000000000000001111110000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000001111110000000000000000111000000000,0,0,0,0
468,4,TypeC,29400,000000000001111110000000000000000001111110000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000001111110000000000000000111000000000,0,0,0,0
469,0,TypeA,52800,000000000000000000000000000000001111111110000000000000000111111111000000000000000000011111111110000000000000000011111111110000000000000000000000000000000000011111111110,0,0,0,0
